1509676	Standard Digital File License	KL Worx	klworx	101	13554	1	0	23305	6442	17020	0.978	cable winder,cable,cord,charging cable,usb cable,winder	Organizers,Tools
2253620	Standard Digital File License	PS_Print	user_2880952971	595	50194	2	1	2643	5703	1243	0.99	3D,3d drucker,printer,3d printer,p2s,BAMBULAB	Decor,Household
2606112	Standard Digital File License	formastampa	formastampa	1	908	1	0	8999	3642	7792	0.751	usb,usbc,usbc cover,cover,usb cover,coverage	Gadgets,Tools
1509282	Standard Digital File License	Krystian3D	Krystian3D	8	2452	2	1	1210	464	895	0.929	byd,byd atto 3,byd keychain,chines	Other Fashion Models,Fashion
1645161	CC0	KadeX	KadeX_720	10	2278	1	0	3915	1311	2930	0.988	low poly,fox,sleeping fox,cute animal,animal figure	Animals,Miniatures
1645081	Standard Digital File License	pozsar	pozsar	67	11733	1	0	4444	2280	2759	0.962	dragon,fantasy,modern,art,minimalist,elegant	Creatures,Miniatures
1768076	Standard Digital File License	TheAncientWay	theancientway	236	28724	1	0	5113	2560	2274	0.792	david,michelangelo,david bust,david statue,statue	Sculptures,Art
2172202	Standard Digital File License	pozsar	pozsar	79	17788	1	0	4607	2885	2724	0.929	enlightened,suspended,string,art,floating,man	Sculptures,Art
2760721	MakerWorld Exclusive License	shredderrich	shredderrich	90	24224	3	1	8650	5285	5102	0.927	miles morales,spiderman,hero,shelf,desk,deko	Characters,Toys & Games
1903673	Standard Digital File License	Ganoprint3d	user_3982130554	51	7127	1	0	1098	545	767	0.961	KAWS,kaws	Other Miniatures,Miniatures
896722	Standard Digital File License	Blessed Ape	blessed_ape	345	57950	2	1	428	375	189	0.881	bearbrick,stussy,hype,kaws,KAWS,world tour	Sculptures,Art
1369010	BY-NC-SA	ge.chrytb_A1	e.chrytb_1234	108	34389	3	1	3993	1525	2069	0.96	kaws,figurine,display,decorative,supreme,bearbrick	Sculptures,Art
641029	Standard Digital File License	Blessed Ape	blessed_ape	1335	221229	5	1	3823	2472	1178	0.934	kaws,kaws companion,companion,toy,art,escultura	Sculptures,Art
1994253	Standard Digital File License	user_2005925491	user_2005925491	108	11054	1	0	4769	1719	2184	0.838	KAWS,kawsfigure,streetart,design,art,modernart	Sculptures,Art
2634318	Standard Digital File License	pozsar	pozsar	101	25498	2	0	1734	1982	1008	0.908	marionette,hand,suspended,string,art,floating	Other Art Models,Art
2845609	MakerWorld Exclusive License	Krizia88cK	Krizia88ck	105	39114	1	0	11144	9507	4910	0.952	sculpture,sculpture 3d,sculpture 3d creature	Decor,Household
2863365	Standard Digital File License	Enrique_Brito	enriquebrito	48	7977	1	0	45	132	19	0.0	asta,asta 3d model,blackclover,blackclover asta	Characters,Toys & Games
2872917	MakerWorld Exclusive License	KoliBrix	KoliBrix	61	19334	1	0	198	294	76	0.527	subnautica,subnautica 2,reaper,reaper leviathan,leviathan	Characters,Toys & Games
2864973	Standard Digital File License	AlphaSculpt	AlphaSculpt	84	21617	2	0	2591	2149	1565	0.984	spiderman,spider man,spider,noir,spider noir,fantasy	Sculptures,Art
942697	Standard Digital File License	Collecticraft	Collecticraft	136	25063	1	0	14921	8930	7883	0.998	no evil,mokeys,see,hear,speak,nobody	Decor,Household
2835851	Standard Digital File License	orenlibane	orenlibane	176	40054	1	0	496	603	151	0.69	divine general mahoraga,mahoraga,display piece,anime	Characters,Toys & Games
550723	BY-NC-SA	Hugentobler3D	Hugentobler3D	1443	227897	5	1	2216	880	557	0.882	chainsawman,chainsaw man,pochita,chainsaw,man,dog	Characters,Toys & Games
715812	Standard Digital File License	Zero Hz	user_3568364729	481	99535	4	1	1427	655	530	0.934	prison realm,jujutsu,jujustu kaisen,gojo	Other Props & Cosplays,Props & Cosplays
1806217	Standard Digital File License	pozsar	pozsar	62	19429	2	0	19030	10537	10884	0.987	suspended,string,art,floating,man,human	Sculptures,Art
2868512	Standard Digital File License	3DMakerSpace	3DMakerSpace	215	27348	2	1	1701	2714	1216	0.97	paper,paper towel,paper towel base,paper towel bracket	Other House Models,Household
805546	Standard Digital File License	Pork3D	pork3D	105	15365	1	0	13435	3200	7140	0.975	phone accesory,pork3d,cellphone holder,phone,phoneholder	Decor,Household
926328	Standard Digital File License	AK	AK_fx	14	3142	1	0	1278	560	1116	0.928	fidget,Fidget,fidgettoy,fidget toy,fidget cards,cards	Other Toys & Games,Toys & Games
1835046	Standard Digital File License	MB Studio	Mr_byrm	105	14426	1	0	6556	1496	4503	0.933	iPhone,iphone17,iphone 17 case,CASE,case,Case	Other Art Models,Art
1132819	BY-NC-SA	user_4063863636	user_4063863636	163	12441	1	0	9314	2653	7571	0.969	clothes,clothes accesories,hats,hat rack,mount accessory	Organizers,Tools
1376675	Standard Digital File License	BrainsCollector	BrainsCollector	29	5431	2	1	15017	4540	11551	0.966	ams,dry,pod,silica,drypod,drybox	3D Printer Accessories,3D Printer
2426234	Standard Digital File License	Schlingen	Schlingen	144	33954	2	1	3666	2494	2483	0.988	onimask,oni,deoin,ssamurai,cool,trend	Decor,Household
2989019	Standard Digital File License	AbyssalCactus	AbyssalCactus	7	1478	1	0	1055	260	1035	0.927	Fidget,fidget,fidget toy,switch,clicker,fun	Other Toys & Games,Toys & Games
624571	Standard Digital File License	minutezehn	minutezehn	14	2268	1	0	10355	2718	8459	0.986	shuriken,anime,weapon,waffe,wurfstern,ninja	Gadgets,Tools
1025259	Standard Digital File License	Franken 3D	franken3d	126	15739	1	0	7865	3506	3878	0.993	stackable,shoe,rack,honeycomb,design,modular	Footwear,Fashion
849620	Standard Digital File License	Vostok Labs	Vostok_Labs	27	4504	1	0	12768	2594	10342	0.994	headphone,headphone accessory,headset,Hook,hook	Office,Household
427080	MakerWorld Exclusive License	mathiasdela	mathiasdela	9	1363	1	0	40316	5406	34850	0.994	door,stopper,door stopper,decoration,wedge,household	Other House Models,Household
3037751	Standard Digital File License	AbyssalCactus	AbyssalCactus	52	7277	2	1	3023	1388	3674	0.968	game,fidget,Fidget,Game,travel,tictactoe	Other Toys & Games,Toys & Games
2254413	Standard Digital File License	Estelayer	estelayer	57	20192	4	1	24	9	15	0.598	tscheburaschka,cheburashka,fuzzy,keychain,pal,figurine	Characters,Toys & Games
2520704	Standard Digital File License	Alez-Ippo	AlezIppo	8	2135	1	0	1519	1504	1491	0.903	l3go,kit card,skeleton,skull,Halloween	Construction Sets,Toys & Games
1623709	Standard Digital File License	Its On My Mind	itsonmm	43	7866	2	0	40361	9515	23370	0.961	pellet,BB,bbs,gun,launcher,AIRSOFT	Other Toys & Games,Toys & Games
490385	Standard Digital File License	Shop Therapy	dfreshkremer	613	69308	2	1	4164	3035	1804	0.985	beach,outdoor,sand,summer,safe,vault	Sport & Outdoors,Hobby & DIY
587584	Standard Digital File License	Printzee	Printzee	21	5230	2	1	87016	19613	62492	0.997	mini,articulated,cute,dragon,magnet,keychain	Creatures,Miniatures
2984861	Standard Digital File License	AbyssalCactus	AbyssalCactus	23	5805	1	0	11607	2967	13255	0.958	fidget,fidget toy,toy,fun,satisfying,pop	Other Toys & Games,Toys & Games
1203450	CC0	dartwadegg	dartwadegg	32	6134	1	0	19438	3863	15036	0.965		Physics & Astronomy,Education
